Date,Year,Month,Day,Temperature,PO4,NO3,Secchi
09/06/2010,2010,6,9,13.50,0.01,13.95,6.00
10/06/2010,2010,6,10,11.50,0.09,11.56,5.10
11/06/2010,2010,6,11,12.50,0.01,13.28,5.50
12/06/2010,2010,6,12,NA,NA,NA,NA
13/06/2010,2010,6,13,NA,NA,NA,NA
14/06/2010,2010,6,14,11.70,0.15,11.42,4.00
15/06/2010,2010,6,15,12.00,0.35,12.57,4.30
16/06/2010,2010,6,16,12.50,0.39,13.66,4.30
17/06/2010,2010,6,17,13.40,0.41,14.02,4.00
18/06/2010,2010,6,18,12.40,0.38,14.93,4.00
19/06/2010,2010,6,19,NA,NA,NA,NA
20/06/2010,2010,6,20,NA,NA,NA,NA
21/06/2010,2010,6,21,12.00,0.28,12.24,3.10
22/06/2010,2010,6,22,12.20,0.48,11.29,4.40
23/06/2010,2010,6,23,12.20,0.21,12.62,4.20
24/06/2010,2010,6,24,14.50,0.16,11.45,5.60
25/06/2010,2010,6,25,15.20,0.12,11.91,3.70
26/06/2010,2010,6,26,NA,NA,NA,NA
27/06/2010,2010,6,27,NA,NA,NA,NA
28/06/2010,2010,6,28,15.90,0.28,16.18,3.70
29/06/2010,2010,6,29,14.80,0.36,12.16,3.20
30/06/2010,2010,6,30,14.40,0.30,11.86,3.90
01/07/2010,2010,7,1,15.80,0.12,14.65,3.50
02/07/2010,2010,7,2,14.90,0.13,12.73,5.00
03/07/2010,2010,7,3,NA,NA,NA,NA
04/07/2010,2010,7,4,NA,NA,NA,NA
05/07/2010,2010,7,5,17.10,0.08,11.33,3.20
06/07/2010,2010,7,6,16.10,0.58,9.79,3.60
07/07/2010,2010,7,7,16.10,0.03,7.40,3.70
08/07/2010,2010,7,8,16.20,0.08,7.40,3.70
09/07/2010,2010,7,9,16.50,0.12,4.83,3.80
10/07/2010,2010,7,10,NA,NA,NA,NA
11/07/2010,2010,7,11,NA,NA,NA,NA
12/07/2010,2010,7,12,16.40,0.05,3.77,5.30
13/07/2010,2010,7,13,18.10,0.01,2.41,6.20
14/07/2010,2010,7,14,16.60,0.05,2.11,5.10
15/07/2010,2010,7,15,17.20,0.01,2.47,5.50
16/07/2010,2010,7,16,16.50,0.04,2.89,5.10
17/07/2010,2010,7,17,NA,NA,NA,NA
18/07/2010,2010,7,18,NA,NA,NA,NA
19/07/2010,2010,7,19,16.80,0.18,2.51,7.00
20/07/2010,2010,7,20,17.00,0.03,2.33,8.00
21/07/2010,2010,7,21,17.60,0.05,2.00,5.00
22/07/2010,2010,7,22,17.20,0.19,0.65,6.80
23/07/2010,2010,7,23,17.00,0.16,0.73,6.80
24/07/2010,2010,7,24,NA,NA,NA,NA
25/07/2010,2010,7,25,NA,NA,NA,NA
26/07/2010,2010,7,26,16.40,0.12,0.70,5.00
27/07/2010,2010,7,27,17.10,0.12,0.61,5.20
28/07/2010,2010,7,28,18.10,0.01,0.37,4.80
29/07/2010,2010,7,29,16.60,0.11,1.31,5.00
30/07/2010,2010,7,30,16.60,0.51,1.76,3.40
31/07/2010,2010,7,31,NA,NA,NA,NA
01/08/2010,2010,8,1,NA,NA,NA,NA
02/08/2010,2010,8,2,17.10,0.30,1.59,6.50
03/08/2010,2010,8,3,17.30,0.17,1.58,7.00
04/08/2010,2010,8,4,17.70,0.09,NA,6.10
05/08/2010,2010,8,5,17.20,0.12,1.33,6.20
06/08/2010,2010,8,6,18.20,0.44,1.52,5.00
07/08/2010,2010,8,7,NA,NA,NA,NA
08/08/2010,2010,8,8,NA,NA,NA,NA
09/08/2010,2010,8,9,17.90,0.12,1.65,5.20
10/08/2010,2010,8,10,17.80,0.12,2.05,5.20
11/08/2010,2010,8,11,17.60,0.25,0.93,4.90
12/08/2010,2010,8,12,17.70,0.03,1.46,6.10
13/08/2010,2010,8,13,17.60,0.27,1.58,4.60
14/08/2010,2010,8,14,NA,NA,NA,NA
15/08/2010,2010,8,15,NA,NA,NA,NA
16/08/2010,2010,8,16,18.50,0.38,2.31,4.00
17/08/2010,2010,8,17,18.20,0.21,1.36,5.10
18/08/2010,2010,8,18,17.40,0.25,1.35,2.10
19/08/2010,2010,8,19,17.50,0.28,1.18,2.50
20/08/2010,2010,8,20,17.80,0.37,0.89,3.20
21/08/2010,2010,8,21,NA,NA,NA,NA
22/08/2010,2010,8,22,NA,NA,NA,NA
23/08/2010,2010,8,23,18.10,0.24,0.77,4.30
24/08/2010,2010,8,24,17.70,0.31,0.70,0.90
25/08/2010,2010,8,25,17.50,0.93,0.60,1.10
26/08/2010,2010,8,26,17.90,0.91,1.36,3.20
27/08/2010,2010,8,27,17.60,0.63,4.12,2.50
28/08/2010,2010,8,28,NA,NA,NA,NA
29/08/2010,2010,8,29,NA,NA,NA,NA
30/08/2010,2010,8,30,17.00,0.53,1.79,1.80
31/08/2010,2010,8,31,17.20,0.36,0.63,2.50
01/09/2010,2010,9,1,17.40,0.27,0.49,3.50
02/09/2010,2010,9,2,17.10,0.40,1.09,3.80
03/09/2010,2010,9,3,17.50,0.32,0.76,3.80
04/09/2010,2010,9,4,NA,NA,NA,NA
05/09/2010,2010,9,5,NA,NA,NA,NA
06/09/2010,2010,9,6,17.00,0.16,NA,3.00
07/09/2010,2010,9,7,16.30,0.27,NA,3.50
08/09/2010,2010,9,8,16.50,0.36,NA,3.10
09/09/2010,2010,9,9,16.20,0.53,0.47,3.80
10/09/2010,2010,9,10,16.60,0.68,0.09,4.80
11/09/2010,2010,9,11,NA,NA,NA,NA
12/09/2010,2010,9,12,NA,NA,NA,NA
13/09/2010,2010,9,13,16.50,0.27,0.74,5.00
14/09/2010,2010,9,14,16.60,0.51,1.31,3.00
15/09/2010,2010,9,15,16.30,0.35,1.30,1.50
16/09/2010,2010,9,16,16.00,0.59,1.35,0.80
17/09/2010,2010,9,17,15.80,0.72,3.05,0.70
18/09/2010,2010,9,18,NA,NA,NA,NA
19/09/2010,2010,9,19,NA,NA,NA,NA
20/09/2010,2010,9,20,15.50,0.70,5.67,2.10
21/09/2010,2010,9,21,15.50,0.81,5.76,2.20
22/09/2010,2010,9,22,15.60,0.89,5.78,2.80
23/09/2010,2010,9,23,15.70,0.61,6.80,3.00
24/09/2010,2010,9,24,NA,NA,NA,NA
25/09/2010,2010,9,25,NA,NA,NA,NA
26/09/2010,2010,9,26,NA,NA,NA,NA
27/09/2010,2010,9,27,15.50,0.84,4.70,3.00
28/09/2010,2010,9,28,15.20,0.85,5.17,2.10
29/09/2010,2010,9,29,14.40,1.00,11.74,3.00
30/09/2010,2010,9,30,14.50,1.21,7.95,2.50
01/10/2010,2010,10,1,14.30,0.61,5.28,2.70
02/10/2010,2010,10,2,NA,NA,NA,NA
03/10/2010,2010,10,3,NA,NA,NA,NA
04/10/2010,2010,10,4,15.00,0.41,2.38,3.20
05/10/2010,2010,10,5,15.00,0.25,0.99,3.70
06/10/2010,2010,10,6,15.20,0.53,1.41,3.10
07/10/2010,2010,10,7,15.30,0.56,1.05,4.30
08/10/2010,2010,10,8,NA,NA,NA,NA
09/10/2010,2010,10,9,NA,NA,NA,NA
10/10/2010,2010,10,10,NA,NA,NA,NA
11/10/2010,2010,10,11,14.50,0.57,1.10,4.00
12/10/2010,2010,10,12,14.40,1.00,1.08,4.40
13/10/2010,2010,10,13,14.60,1.00,0.99,2.90
14/10/2010,2010,10,14,14.20,0.60,1.61,2.80
15/10/2010,2010,10,15,NA,NA,NA,NA
16/10/2010,2010,10,16,NA,NA,NA,NA
17/10/2010,2010,10,17,NA,NA,NA,NA
18/10/2010,2010,10,18,12.90,1.13,10.80,3.50
19/10/2010,2010,10,19,13.50,1.98,1.96,1.80
20/10/2010,2010,10,20,NA,NA,NA,NA
21/10/2010,2010,10,21,12.90,0.71,2.83,1.20
22/10/2010,2010,10,22,12.90,0.47,3.78,1.10
23/10/2010,2010,10,23,NA,NA,NA,NA
24/10/2010,2010,10,24,NA,NA,NA,NA
25/10/2010,2010,10,25,12.20,0.55,5.32,1.60
26/10/2010,2010,10,26,12.30,0.71,7.19,1.00
27/10/2010,2010,10,27,11.90,0.73,6.97,1.00
28/10/2010,2010,10,28,12.00,0.73,4.81,1.10
29/10/2010,2010,10,29,12.00,0.48,6.32,2.00
30/10/2010,2010,10,30,NA,NA,NA,NA
31/10/2010,2010,10,31,NA,NA,NA,NA
01/11/2010,2010,11,1,12.00,0.51,3.81,4.70
02/11/2010,2010,11,2,11.90,NA,2.52,3.10
03/11/2010,2010,11,3,NA,NA,NA,NA
04/11/2010,2010,11,4,12.20,0.46,3.07,1.50
05/11/2010,2010,11,5,12.20,0.13,2.26,2.10
06/11/2010,2010,11,6,NA,NA,NA,NA
07/11/2010,2010,11,7,NA,NA,NA,NA
08/11/2010,2010,11,8,11.30,0.57,4.63,3.00
09/11/2010,2010,11,9,11.00,0.53,3.59,3.00
10/11/2010,2010,11,10,10.60,0.36,3.88,2.90
11/11/2010,2010,11,11,10.90,0.36,3.85,2.10
12/11/2010,2010,11,12,NA,NA,NA,NA
13/11/2010,2010,11,13,NA,NA,NA,NA
14/11/2010,2010,11,14,NA,NA,NA,NA
15/11/2010,2010,11,15,10.80,0.57,8.52,0.80
16/11/2010,2010,11,16,10.20,0.54,8.41,1.70
17/11/2010,2010,11,17,10.20,0.64,4.99,1.40
18/11/2010,2010,11,18,10.30,0.58,4.19,1.70
19/11/2010,2010,11,19,10.00,0.34,3.73,3.00
20/11/2010,2010,11,20,NA,NA,NA,NA
21/11/2010,2010,11,21,NA,NA,NA,NA
22/11/2010,2010,11,22,9.90,0.68,1.86,3.00
23/11/2010,2010,11,23,9.60,0.31,1.79,2.00
24/11/2010,2010,11,24,9.20,0.47,3.56,1.70
25/11/2010,2010,11,25,8.90,0.43,4.77,2.80
26/11/2010,2010,11,26,8.80,0.42,6.75,2.70
27/11/2010,2010,11,27,NA,NA,NA,NA
28/11/2010,2010,11,28,NA,NA,NA,NA
29/11/2010,2010,11,29,NA,NA,NA,NA
30/11/2010,2010,11,30,NA,NA,NA,NA
01/12/2010,2010,12,1,NA,NA,NA,NA
02/12/2010,2010,12,2,6.00,0.67,21.37,1.20
03/12/2010,2010,12,3,5.80,1.22,21.23,2.40
04/12/2010,2010,12,4,NA,NA,NA,NA
05/12/2010,2010,12,5,NA,NA,NA,NA
06/12/2010,2010,12,6,5.80,0.43,8.98,1.80
07/12/2010,2010,12,7,6.60,1.75,8.87,2.20
08/12/2010,2010,12,8,6.50,1.07,8.10,2.10
09/12/2010,2010,12,9,6.30,NA,NA,1.40
10/12/2010,2010,12,10,6.50,0.70,9.04,2.00
11/12/2010,2010,12,11,NA,NA,NA,NA
12/12/2010,2010,12,12,NA,NA,NA,NA
13/12/2010,2010,12,13,5.50,0.94,14.72,2.00
14/12/2010,2010,12,14,5.30,0.75,13.74,1.30
15/12/2010,2010,12,15,4.20,1.03,27.58,1.30
16/12/2010,2010,12,16,4.00,1.01,30.26,1.20
17/12/2010,2010,12,17,4.40,0.92,20.72,1.20
18/12/2010,2010,12,18,NA,NA,NA,NA
19/12/2010,2010,12,19,NA,NA,NA,NA
20/12/2010,2010,12,20,3.40,0.99,23.62,2.40
21/12/2010,2010,12,21,4.00,0.63,18.85,2.60
22/12/2010,2010,12,22,4.20,0.55,12.98,2.70
23/12/2010,2010,12,23,NA,NA,NA,NA
24/12/2010,2010,12,24,NA,NA,NA,NA
25/12/2010,2010,12,25,NA,NA,NA,NA
26/12/2010,2010,12,26,NA,NA,NA,NA
27/12/2010,2010,12,27,NA,NA,NA,NA
28/12/2010,2010,12,28,2.90,0.93,26.10,1.90
29/12/2010,2010,12,29,2.10,0.93,26.73,2.00
30/12/2010,2010,12,30,3.60,0.59,13.92,3.00
31/12/2010,2010,12,31,NA,NA,NA,NA
01/01/2011,2011,1,1,NA,NA,NA,NA
02/01/2011,2011,1,2,NA,NA,NA,NA
03/01/2011,2011,1,3,3.20,0.88,8.82,2.10
04/01/2011,2011,1,4,3.20,NA,11.44,1.90
05/01/2011,2011,1,5,3.00,1.14,12.85,2.00
06/01/2011,2011,1,6,3.10,1.81,7.95,2.00
07/01/2011,2011,1,7,3.60,1.16,5.95,2.30
08/01/2011,2011,1,8,NA,NA,NA,NA
09/01/2011,2011,1,9,NA,NA,NA,NA
10/01/2011,2011,1,10,4.20,0.61,10.85,2.10
11/01/2011,2011,1,11,3.90,0.59,3.20,2.80
12/01/2011,2011,1,12,3.80,0.51,5.88,3.00
13/01/2011,2011,1,13,3.90,0.53,6.44,3.10
14/01/2011,2011,1,14,4.00,0.92,8.81,3.30
15/01/2011,2011,1,15,NA,NA,NA,NA
16/01/2011,2011,1,16,NA,NA,NA,NA
17/01/2011,2011,1,17,4.10,0.88,10.00,4.30
18/01/2011,2011,1,18,3.90,0.70,10.49,4.00
19/01/2011,2011,1,19,3.80,0.53,10.45,4.80
20/01/2011,2011,1,20,3.20,0.51,13.06,3.20
21/01/2011,2011,1,21,3.30,0.48,16.04,3.60
22/01/2011,2011,1,22,NA,NA,NA,NA
23/01/2011,2011,1,23,NA,NA,NA,NA
24/01/2011,2011,1,24,3.20,0.68,15.64,3.20
25/01/2011,2011,1,25,3.30,0.48,12.61,3.00
26/01/2011,2011,1,26,3.00,0.46,18.81,2.60
27/01/2011,2011,1,27,2.50,0.64,29.88,2.00
28/01/2011,2011,1,28,2.20,0.70,41.49,2.40
29/01/2011,2011,1,29,NA,NA,NA,NA
30/01/2011,2011,1,30,NA,NA,NA,NA
31/01/2011,2011,1,31,2.60,0.79,47.50,2.60
01/02/2011,2011,2,1,NA,0.61,23.04,2.70
02/02/2011,2011,2,2,3.10,0.39,16.28,3.30
03/02/2011,2011,2,3,3.40,0.54,12.79,3.40
04/02/2011,2011,2,4,NA,NA,NA,NA
05/02/2011,2011,2,5,NA,NA,NA,NA
06/02/2011,2011,2,6,NA,NA,NA,NA
07/02/2011,2011,2,7,3.70,0.47,15.75,1.60
08/02/2011,2011,2,8,NA,NA,NA,NA
09/02/2011,2011,2,9,3.40,0.57,16.57,2.40
10/02/2011,2011,2,10,3.60,0.55,19.91,2.00
11/02/2011,2011,2,11,3.20,0.59,15.74,1.65
12/02/2011,2011,2,12,NA,NA,NA,NA
13/02/2011,2011,2,13,NA,NA,NA,NA
14/02/2011,2011,2,14,NA,NA,NA,NA
15/02/2011,2011,2,15,3.50,0.51,13.82,5.00
16/02/2011,2011,2,16,3.00,0.36,11.96,4.00
17/02/2011,2011,2,17,3.00,0.96,17.64,4.10
18/02/2011,2011,2,18,3.20,0.94,16.38,3.60
19/02/2011,2011,2,19,NA,NA,NA,NA
20/02/2011,2011,2,20,NA,NA,NA,NA
21/02/2011,2011,2,21,2.40,0.68,19.79,4.00
22/02/2011,2011,2,22,2.00,0.47,18.95,4.10
23/02/2011,2011,2,23,2.50,0.48,19.29,3.20
24/02/2011,2011,2,24,2.70,0.36,17.17,2.60
25/02/2011,2011,2,25,2.70,0.38,17.45,3.20
26/02/2011,2011,2,26,NA,NA,NA,NA
27/02/2011,2011,2,27,NA,NA,NA,NA
28/02/2011,2011,2,28,2.90,0.40,19.34,3.30
01/03/2011,2011,3,1,2.90,0.40,17.53,4.70
02/03/2011,2011,3,2,2.90,0.44,18.88,4.00
03/03/2011,2011,3,3,3.20,0.39,19.31,4.00
04/03/2011,2011,3,4,2.90,0.56,20.72,3.90
05/03/2011,2011,3,5,NA,NA,NA,NA
06/03/2011,2011,3,6,NA,NA,NA,NA
07/03/2011,2011,3,7,3.00,0.51,28.16,1.10
08/03/2011,2011,3,8,NA,NA,NA,NA
09/03/2011,2011,3,9,3.50,0.61,21.21,4.00
10/03/2011,2011,3,10,3.80,0.57,21.03,2.50
11/03/2011,2011,3,11,NA,NA,NA,NA
12/03/2011,2011,3,12,NA,NA,NA,NA
13/03/2011,2011,3,13,NA,NA,NA,NA
14/03/2011,2011,3,14,3.90,0.74,20.11,3.60
15/03/2011,2011,3,15,3.90,0.72,27.39,4.00
16/03/2011,2011,3,16,3.50,0.68,19.38,4.00
17/03/2011,2011,3,17,3.80,0.57,21.17,3.70
18/03/2011,2011,3,18,4.00,0.96,20.05,4.10
19/03/2011,2011,3,19,NA,NA,NA,NA
20/03/2011,2011,3,20,NA,NA,NA,NA
21/03/2011,2011,3,21,4.10,1.73,23.03,4.10
22/03/2011,2011,3,22,4.20,1.22,20.27,4.80
23/03/2011,2011,3,23,4.30,0.92,19.29,4.80
24/03/2011,2011,3,24,4.40,0.99,21.79,4.50
25/03/2011,2011,3,25,4.40,1.69,20.05,3.90
26/03/2011,2011,3,26,NA,NA,NA,NA
27/03/2011,2011,3,27,NA,NA,NA,NA
28/03/2011,2011,3,28,4.50,1.64,22.36,4.80
29/03/2011,2011,3,29,4.70,1.77,27.88,4.30
30/03/2011,2011,3,30,5.00,0.92,27.17,5.00
31/03/2011,2011,3,31,5.20,1.15,18.57,5.50
01/04/2011,2011,4,1,5.30,0.57,22.29,5.10
02/04/2011,2011,4,2,NA,NA,NA,NA
03/04/2011,2011,4,3,NA,NA,NA,NA
04/04/2011,2011,4,4,5.20,0.52,22.49,5.80
05/04/2011,2011,4,5,5.30,0.59,20.90,5.20
06/04/2011,2011,4,6,5.40,0.80,20.54,4.70
07/04/2011,2011,4,7,5.60,0.87,19.44,5.20
08/04/2011,2011,4,8,NA,NA,NA,NA
09/04/2011,2011,4,9,NA,NA,NA,NA
10/04/2011,2011,4,10,NA,NA,NA,NA
11/04/2011,2011,4,11,7.50,0.83,49.67,2.80
12/04/2011,2011,4,12,6.30,0.55,26.47,3.80
13/04/2011,2011,4,13,6.40,0.27,9.78,2.20
14/04/2011,2011,4,14,6.80,0.57,16.86,3.20
15/04/2011,2011,4,15,7.50,0.34,15.53,4.30
16/04/2011,2011,4,16,NA,NA,NA,NA
17/04/2011,2011,4,17,NA,NA,NA,NA
18/04/2011,2011,4,18,8.40,0.33,17.56,3.60
19/04/2011,2011,4,19,8.80,0.37,24.81,3.50
20/04/2011,2011,4,20,8.80,0.27,25.63,2.90
21/04/2011,2011,4,21,8.60,0.34,25.16,3.10
22/04/2011,2011,4,22,NA,NA,NA,NA
23/04/2011,2011,4,23,NA,NA,NA,NA
24/04/2011,2011,4,24,NA,NA,NA,NA
25/04/2011,2011,4,25,NA,NA,NA,NA
26/04/2011,2011,4,26,9.40,0.12,15.55,3.10
27/04/2011,2011,4,27,10.30,0.01,13.53,3.70
28/04/2011,2011,4,28,9.60,0.01,21.12,3.20
29/04/2011,2011,4,29,9.70,0.01,13.80,3.10
30/04/2011,2011,4,30,NA,NA,NA,NA
01/05/2011,2011,5,1,NA,NA,NA,NA
02/05/2011,2011,5,2,8.00,0.03,18.90,3.80
03/05/2011,2011,5,3,8.20,0.08,17.43,4.40
04/05/2011,2011,5,4,8.00,0.01,14.81,5.20
05/05/2011,2011,5,5,9.10,0.01,17.44,6.50
06/05/2011,2011,5,6,9.50,0.17,17.01,6.60
07/05/2011,2011,5,7,NA,NA,NA,NA
08/05/2011,2011,5,8,NA,NA,NA,NA
09/05/2011,2011,5,9,9.30,0.01,13.25,7.00
10/05/2011,2011,5,10,8.90,0.01,10.51,8.00
11/05/2011,2011,5,11,9.60,0.01,13.95,7.20
12/05/2011,2011,5,12,9.40,0.01,9.40,7.00
13/05/2011,2011,5,13,9.10,0.01,7.83,6.10
14/05/2011,2011,5,14,NA,NA,NA,NA
15/05/2011,2011,5,15,NA,NA,NA,NA
16/05/2011,2011,5,16,9.70,0.01,7.81,4.30
17/05/2011,2011,5,17,10.00,0.23,8.58,4.00
18/05/2011,2011,5,18,10.00,0.07,8.22,5.00
19/05/2011,2011,5,19,10.00,0.01,4.90,5.70
20/05/2011,2011,5,20,10.00,0.01,8.24,6.80
21/05/2011,2011,5,21,NA,NA,NA,NA
22/05/2011,2011,5,22,NA,NA,NA,NA
23/05/2011,2011,5,23,10.70,0.01,7.71,6.50
24/05/2011,2011,5,24,10.60,0.06,7.57,4.90
25/05/2011,2011,5,25,11.20,0.26,8.19,3.80
26/05/2011,2011,5,26,12.40,0.17,7.84,3.70
27/05/2011,2011,5,27,NA,0.03,8.92,NA
28/05/2011,2011,5,28,NA,NA,NA,NA
29/05/2011,2011,5,29,NA,NA,NA,NA
30/05/2011,2011,5,30,12.00,0.10,9.33,5.10
31/05/2011,2011,5,31,12.10,0.12,9.03,3.90
01/06/2011,2011,6,1,12.30,0.12,7.49,4.70
02/06/2011,2011,6,2,NA,NA,NA,NA
03/06/2011,2011,6,3,13.20,NA,7.83,5.90
04/06/2011,2011,6,4,NA,NA,NA,NA
05/06/2011,2011,6,5,NA,NA,NA,NA
06/06/2011,2011,6,6,14.20,0.23,7.89,4.80
07/06/2011,2011,6,7,13.20,0.20,8.16,5.70
08/06/2011,2011,6,8,13.30,0.18,7.73,5.90
09/06/2011,2011,6,9,13.20,0.39,5.56,7.50
10/06/2011,2011,6,10,13.30,0.07,7.98,7.20
11/06/2011,2011,6,11,NA,NA,NA,NA
12/06/2011,2011,6,12,NA,NA,NA,NA
13/06/2011,2011,6,13,NA,NA,NA,NA
14/06/2011,2011,6,14,14.30,0.17,7.41,7.90
15/06/2011,2011,6,15,14.00,0.29,7.56,6.90
16/06/2011,2011,6,16,14.30,0.12,7.67,7.20
17/06/2011,2011,6,17,13.60,0.16,5.10,6.80
18/06/2011,2011,6,18,NA,NA,NA,NA
19/06/2011,2011,6,19,NA,NA,NA,NA
20/06/2011,2011,6,20,13.50,0.16,4.79,5.00
21/06/2011,2011,6,21,13.90,1.09,5.50,4.60
22/06/2011,2011,6,22,14.20,0.16,7.42,4.50
23/06/2011,2011,6,23,14.20,0.66,6.57,3.60
24/06/2011,2011,6,24,13.90,0.45,7.10,4.10
25/06/2011,2011,6,25,NA,NA,NA,NA
26/06/2011,2011,6,26,NA,NA,NA,NA
27/06/2011,2011,6,27,15.50,0.72,7.98,5.10
28/06/2011,2011,6,28,15.80,0.18,5.30,5.30
29/06/2011,2011,6,29,15.90,0.80,3.56,5.30
30/06/2011,2011,6,30,15.00,0.42,5.48,3.80
01/07/2011,2011,7,1,15.00,0.35,7.28,4.50
02/07/2011,2011,7,2,NA,NA,NA,NA
03/07/2011,2011,7,3,NA,NA,NA,NA
04/07/2011,2011,7,4,15.30,NA,6.56,4.90
05/07/2011,2011,7,5,15.40,0.57,5.71,5.50
06/07/2011,2011,7,6,15.60,0.26,4.61,5.50
07/07/2011,2011,7,7,15.60,0.44,3.48,6.30
08/07/2011,2011,7,8,15.60,0.87,5.15,6.00
09/07/2011,2011,7,9,NA,NA,NA,NA
10/07/2011,2011,7,10,NA,NA,NA,NA
11/07/2011,2011,7,11,16.40,0.26,5.79,7.00
12/07/2011,2011,7,12,17.00,0.53,5.10,7.00
13/07/2011,2011,7,13,16.20,0.27,5.12,4.80
14/07/2011,2011,7,14,16.20,0.47,5.24,4.00
15/07/2011,2011,7,15,15.80,0.44,5.46,4.10
16/07/2011,2011,7,16,NA,NA,NA,NA
17/07/2011,2011,7,17,NA,NA,NA,NA
18/07/2011,2011,7,18,15.50,0.30,4.27,4.30
19/07/2011,2011,7,19,15.60,0.25,3.67,6.70
20/07/2011,2011,7,20,15.70,0.12,3.28,7.40
21/07/2011,2011,7,21,15.70,0.26,3.62,8.00
22/07/2011,2011,7,22,15.70,0.29,3.45,5.20
23/07/2011,2011,7,23,NA,NA,NA,NA
24/07/2011,2011,7,24,NA,NA,NA,NA
25/07/2011,2011,7,25,16.50,0.62,4.80,3.00
26/07/2011,2011,7,26,16.10,0.60,4.66,3.60
27/07/2011,2011,7,27,16.40,0.36,4.74,5.20
28/07/2011,2011,7,28,16.50,0.83,6.25,5.00
29/07/2011,2011,7,29,16.60,0.52,5.07,4.50
30/07/2011,2011,7,30,NA,NA,NA,NA
31/07/2011,2011,7,31,NA,NA,NA,NA
01/08/2011,2011,8,1,16.60,0.42,3.85,6.00
02/08/2011,2011,8,2,16.80,0.48,4.23,5.30
03/08/2011,2011,8,3,17.00,0.25,2.21,5.30
04/08/2011,2011,8,4,17.20,0.43,2.19,5.50
05/08/2011,2011,8,5,17.20,0.20,1.28,5.50
06/08/2011,2011,8,6,NA,NA,NA,NA
07/08/2011,2011,8,7,NA,NA,NA,NA
08/08/2011,2011,8,8,16.90,0.23,2.11,4.80
09/08/2011,2011,8,9,NA,NA,NA,NA
10/08/2011,2011,8,10,16.90,0.38,2.18,1.00
11/08/2011,2011,8,11,16.80,0.38,1.52,2.10
12/08/2011,2011,8,12,16.70,0.72,3.05,2.80
13/08/2011,2011,8,13,NA,NA,NA,NA
14/08/2011,2011,8,14,NA,NA,NA,NA
15/08/2011,2011,8,15,17.20,0.63,2.42,2.20
16/08/2011,2011,8,16,16.90,0.57,1.80,2.90
17/08/2011,2011,8,17,17.00,0.64,1.84,2.80
18/08/2011,2011,8,18,17.10,0.41,1.58,2.80
19/08/2011,2011,8,19,16.90,0.56,2.09,2.10
20/08/2011,2011,8,20,NA,NA,NA,NA
21/08/2011,2011,8,21,NA,NA,NA,NA
22/08/2011,2011,8,22,17.40,0.90,3.61,2.80
23/08/2011,2011,8,23,17.50,0.92,5.49,2.70
24/08/2011,2011,8,24,17.60,0.88,4.49,2.90
25/08/2011,2011,8,25,17.50,0.99,3.75,4.00
26/08/2011,2011,8,26,18.00,0.01,0.52,4.00
27/08/2011,2011,8,27,NA,NA,NA,NA
28/08/2011,2011,8,28,NA,NA,NA,NA
29/08/2011,2011,8,29,17.00,0.32,2.18,1.50
30/08/2011,2011,8,30,16.40,0.51,2.09,1.60
31/08/2011,2011,8,31,16.90,0.48,2.20,2.10
01/09/2011,2011,9,1,16.80,0.51,2.80,2.50
02/09/2011,2011,9,2,17.00,0.79,4.22,2.10
03/09/2011,2011,9,3,NA,NA,NA,NA
04/09/2011,2011,9,4,NA,NA,NA,NA
05/09/2011,2011,9,5,17.40,0.65,2.94,3.10
06/09/2011,2011,9,6,16.90,0.71,3.99,2.40
07/09/2011,2011,9,7,NA,NA,NA,NA
08/09/2011,2011,9,8,16.50,0.57,2.87,1.30
09/09/2011,2011,9,9,16.70,0.68,4.15,2.10
10/09/2011,2011,9,10,NA,NA,NA,NA
11/09/2011,2011,9,11,NA,NA,NA,NA
12/09/2011,2011,9,12,17.10,0.85,5.10,2.10
13/09/2011,2011,9,13,16.90,0.77,3.36,1.00
14/09/2011,2011,9,14,16.70,1.06,3.56,0.90
15/09/2011,2011,9,15,16.40,1.22,5.73,0.90
16/09/2011,2011,9,16,16.30,0.77,6.33,1.20
17/09/2011,2011,9,17,NA,NA,NA,NA
18/09/2011,2011,9,18,NA,NA,NA,NA
19/09/2011,2011,9,19,16.00,0.56,4.67,3.80
20/09/2011,2011,9,20,16.00,0.59,4.44,2.10
21/09/2011,2011,9,21,16.40,0.44,3.43,3.30
22/09/2011,2011,9,22,15.60,0.48,3.22,3.00
23/09/2011,2011,9,23,NA,NA,NA,NA
24/09/2011,2011,9,24,NA,NA,NA,NA
25/09/2011,2011,9,25,NA,NA,NA,NA
26/09/2011,2011,9,26,16.30,0.74,3.24,4.70
27/09/2011,2011,9,27,16.20,0.95,3.64,4.00
28/09/2011,2011,9,28,16.30,0.85,3.13,4.00
29/09/2011,2011,9,29,16.40,0.72,2.87,4.80
30/09/2011,2011,9,30,NA,NA,NA,NA
01/10/2011,2011,10,1,NA,NA,NA,NA
02/10/2011,2011,10,2,NA,NA,NA,NA
03/10/2011,2011,10,3,NA,NA,NA,NA
04/10/2011,2011,10,4,16.40,0.63,2.49,3.00
05/10/2011,2011,10,5,16.10,0.53,2.73,2.50
06/10/2011,2011,10,6,16.10,0.73,2.19,1.80
07/10/2011,2011,10,7,15.60,0.61,2.56,1.30
08/10/2011,2011,10,8,NA,NA,NA,NA
09/10/2011,2011,10,9,NA,NA,NA,NA
